section_id,fdd_id,identified_item_number,identified_header_text,start_page,end_page
1831,849,13,ITEM 13. Trademarks,31,32
1832,849,14,"ITEM 14. Patents, Copyrights and Proprietary Information",32,33
1833,849,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,33,34
1834,849,16,ITEM 16. Restrictions On What The Franchisee May Sell,34,34
1835,849,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",35,39
1836,849,18,ITEM 18. Public Figures,39,39
1837,849,19,ITEM 19. Financial Performance Representations,40,44
1838,849,20,ITEM 20. List Of Outlets,45,50
1839,849,21,ITEM 21. Financial Statements,50,50
1840,849,22,ITEM 22. Contracts,50,50
1841,849,23,ITEM 23. Receipt,51,51
1842,1097,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,13
1843,1097,2,ITEM 2. Business Experience,21,24
1844,1097,3,ITEM 3. Litigation,25,31
1845,1097,4,ITEM 4. Bankruptcy,32,32
1846,1097,5,ITEM 5. Initial Franchise Fee,32,35
1847,1097,6,ITEM 6. Other Fees,35,42
1848,1097,7,ITEM 7. Initial Investment,46,49
1849,1097,8,ITEM 8. Restrictions On Sources Of Products And Services,49,54
1850,1097,9,ITEM 9. Franchisee's Obligations,55,56
1851,1097,10,ITEM 10. Financing,56,56
1852,1097,11,ITEM 11. Franchisor's Obligations,57,73
1853,1097,12,ITEM 12. Territory,74,77
1854,1097,13,ITEM 13. Trademarks,78,79
1855,1097,14,"ITEM 14. Patents, Copyrights and Proprietary Information",80,81
1856,1097,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,81,82
1857,1097,16,ITEM 16. Restrictions On What The Franchisee May Sell,82,82
1858,1097,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",83,87
1859,1097,18,ITEM 18. Public Figures,88,88
1860,1097,19,ITEM 19. Financial Performance Representations,88,97
1861,1097,20,ITEM 20. List Of Outlets,91,102
1862,1097,21,ITEM 21. Financial Statements,102,102
1863,1097,22,ITEM 22. Contracts,102,102
1864,1097,23,ITEM 23. Receipt,102,102
1865,206,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,7
1866,206,2,ITEM 2. Business Experience,8,8
1867,206,3,ITEM 3. Litigation,8,9
1868,206,4,ITEM 4. Bankruptcy,9,9
1869,206,5,ITEM 5. Initial Franchise Fee,9,9
1870,206,7,ITEM 7. Initial Investment,10,11
1871,206,8,ITEM 8. Restrictions On Sources Of Products And Services,11,12
1872,206,9,ITEM 9. Franchisee's Obligations,12,13
1873,206,10,ITEM 10. Financing,13,13
1874,206,11,ITEM 11. Franchisor's Obligations,13,15
1875,206,12,ITEM 12. Territory,15,15
1876,206,13,ITEM 13. Trademarks,16,17
1877,206,14,"ITEM 14. Patents, Copyrights and Proprietary Information",17,17
1878,206,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,17,18
1879,206,16,ITEM 16. Restrictions On What The Franchisee May Sell,18,18
1880,206,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",19,21
1881,206,18,ITEM 18. Public Figures,21,21
1882,206,19,ITEM 19. Financial Performance Representations,21,22
1883,206,20,ITEM 20. List Of Outlets,22,29
1884,206,21,ITEM 21. Financial Statements,30,30
1885,206,22,ITEM 22. Contracts,30,30
1886,206,23,ITEM 23. Receipt,30,30
1887,695,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,9
1888,695,2,ITEM 2. Business Experience,10,11
1889,695,3,ITEM 3. Litigation,11,12
1890,695,4,ITEM 4. Bankruptcy,12,12
1891,695,5,ITEM 5. Initial Franchise Fee,12,13
1892,695,6,ITEM 6. Other Fees,14,17
1893,695,7,ITEM 7. Initial Investment,18,20
1894,695,8,ITEM 8. Restrictions On Sources Of Products And Services,21,24
1895,695,9,ITEM 9. Franchisee's Obligations,24,26
1896,695,10,ITEM 10. Financing,26,26
1897,695,11,ITEM 11. Franchisor's Obligations,26,31
1898,695,12,ITEM 12. Territory,34,37
1899,695,13,ITEM 13. Trademarks,37,39
1900,695,14,"ITEM 14. Patents, Copyrights and Proprietary Information",39,40
1901,695,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,40,41
1902,695,16,ITEM 16. Restrictions On What The Franchisee May Sell,41,41
1903,695,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",42,48
1904,695,18,ITEM 18. Public Figures,48,48
1905,695,19,ITEM 19. Financial Performance Representations,49,52
1906,695,20,ITEM 20. List Of Outlets,54,60
1907,695,21,ITEM 21. Financial Statements,60,60
1908,695,22,ITEM 22. Contracts,60,60
1909,695,23,ITEM 23. Receipt,60,60
1910,464,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,10
1911,464,2,ITEM 2. Business Experience,10,11
1912,464,3,ITEM 3. Litigation,11,11
1913,464,4,ITEM 4. Bankruptcy,11,11
1914,464,5,ITEM 5. Initial Franchise Fee,11,12
1915,464,6,ITEM 6. Other Fees,12,18
1916,464,7,ITEM 7. Initial Investment,18,22
1917,464,8,ITEM 8. Restrictions On Sources Of Products And Services,22,24
1918,464,9,ITEM 9. Franchisee's Obligations,24,26
1919,464,10,ITEM 10. Financing,26,26
1920,464,11,ITEM 11. Franchisor's Obligations,26,35
1921,464,12,ITEM 12. Territory,35,36
1922,464,13,ITEM 13. Trademarks,36,38
1923,464,14,"ITEM 14. Patents, Copyrights and Proprietary Information",38,39
1924,464,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,39,39
1925,464,16,ITEM 16. Restrictions On What The Franchisee May Sell,39,39
1926,464,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",39,44
1927,464,18,ITEM 18. Public Figures,44,44
1928,464,19,ITEM 19. Financial Performance Representations,44,44
1929,464,20,ITEM 20. List Of Outlets,44,48
1930,464,21,ITEM 21. Financial Statements,48,48
1931,464,22,ITEM 22. Contracts,48,48
1932,464,23,ITEM 23. Receipt,48,48
1933,500,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",6,7
1934,500,2,ITEM 2. Business Experience,7,8
1935,500,3,ITEM 3. Litigation,8,8
1936,500,4,ITEM 4. Bankruptcy,8,8
1937,500,5,ITEM 5. Initial Franchise Fee,9,9
1938,500,6,ITEM 6. Other Fees,9,12
1939,500,7,ITEM 7. Initial Investment,13,14
1940,500,8,ITEM 8. Restrictions On Sources Of Products And Services,14,17
1941,500,9,ITEM 9. Franchisee's Obligations,17,18
1942,500,10,ITEM 10. Financing,18,18
1943,500,11,ITEM 11. Franchisor's Obligations,18,25
1944,500,12,ITEM 12. Territory,26,26
1945,500,13,ITEM 13. Trademarks,26,28
1946,500,14,"ITEM 14. Patents, Copyrights and Proprietary Information",28,30
1947,500,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,30,30
1948,500,16,ITEM 16. Restrictions On What The Franchisee May Sell,30,31
1949,500,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",32,34
1950,500,18,ITEM 18. Public Figures,34,34
1951,500,19,ITEM 19. Financial Performance Representations,34,38
1952,500,20,ITEM 20. List Of Outlets,38,42
1953,500,21,ITEM 21. Financial Statements,42,42
1954,500,22,ITEM 22. Contracts,42,42
1955,500,23,ITEM 23. Receipt,42,42
1956,1047,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,10
1957,1047,2,ITEM 2. Business Experience,10,10
1958,1047,3,ITEM 3. Litigation,10,10
1959,1047,4,ITEM 4. Bankruptcy,10,10
1960,1047,5,ITEM 5. Initial Franchise Fee,11,12
1961,1047,6,ITEM 6. Other Fees,12,17
1962,1047,7,ITEM 7. Initial Investment,18,23
1963,1047,8,ITEM 8. Restrictions On Sources Of Products And Services,23,25
1964,1047,9,ITEM 9. Franchisee's Obligations,25,26
1965,1047,10,ITEM 10. Financing,26,26
1966,1047,11,"ITEM 11. Franchisor's Assistance, Advertising, Computer System, And Training",26,32
1967,1047,12,ITEM 12. Territory,33,34
1968,1047,13,ITEM 13. Trademarks,34,36
1969,1047,14,"ITEM 14. Patents, Copyrights and Proprietary Information",36,37
1970,1047,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,37,37
1971,1047,16,ITEM 16. Restrictions On What The Franchisee May Sell,38,38
1972,1047,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",38,41
1973,1047,18,ITEM 18. Public Figures,41,41
1974,1047,19,ITEM 19. Financial Performance Representations,41,42
1975,1047,20,ITEM 20. List Of Outlets,42,46
1976,1047,21,ITEM 21. Financial Statements,46,46
1977,1047,22,ITEM 22. Contracts,46,46
1978,1047,23,ITEM 23. Receipt,46,46
1979,228,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",9,11
1980,228,2,ITEM 2. Business Experience,14,17
1981,228,3,ITEM 3. Litigation,17,18
1982,228,4,ITEM 4. Bankruptcy,18,18
1983,228,5,ITEM 5. Initial Franchise Fee,18,20
1984,228,6,ITEM 6. Other Fees,20,25
1985,228,7,ITEM 7. Initial Investment,28,33
1986,228,8,ITEM 8. Restrictions On Sources Of Products And Services,33,39
1987,228,9,ITEM 9. Franchisee's Obligations,39,41
1988,228,10,ITEM 10. Financing,41,41
1989,228,11,"ITEM 11. Franchisor's Assistance, Advertising, Computer Systems And Training",41,53
1990,228,12,ITEM 12. Territory,56,61
1991,228,13,ITEM 13. Trademarks,61,65
1992,228,14,"ITEM 14. Patents, Copyrights and Proprietary Information",65,69
1993,228,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,69,69
1994,228,16,ITEM 16. Restrictions On What The Franchisee May Sell,70,70
1995,228,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",70,77
1996,228,18,ITEM 18. Public Figures,77,77
1997,228,19,ITEM 19. Financial Performance Representations,77,94
1998,228,20,ITEM 20. List Of Outlets,94,101
1999,228,21,ITEM 21. Financial Statements,101,101
2000,228,22,ITEM 22. Contracts,102,102
2001,228,23,ITEM 23. Receipt,102,102
2002,1115,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",5,6
2003,1115,2,ITEM 2. Business Experience,7,8
2004,1115,3,ITEM 3. Litigation,8,8
2005,1115,4,ITEM 4. Bankruptcy,8,8
2006,1115,5,ITEM 5. Initial Franchise Fee,9,9
2007,1115,6,ITEM 6. Other Fees,10,14
2008,1115,7,ITEM 7. Initial Investment,16,18
2009,1115,8,ITEM 8. Restrictions On Sources Of Products And Services,18,21
2010,1115,9,ITEM 9. Franchisee's Obligations,21,22
2011,1115,10,ITEM 10. Financing,22,22
2012,1115,11,ITEM 11. Franchisor's Obligations,22,25
2013,1115,12,ITEM 12. Territory,29,31
2014,1115,13,ITEM 13. Trademarks,31,32
2015,1115,14,"ITEM 14. Patents, Copyrights and Proprietary Information",32,33
2016,1115,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,33,34
2017,1115,16,ITEM 16. Restrictions On What The Franchisee May Sell,34,34
2018,1115,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",35,39
2019,1115,18,ITEM 18. Public Figures,39,39
2020,1115,19,ITEM 19. Financial Performance Representations,39,40
2021,1115,20,ITEM 20. List Of Outlets,41,45
2022,1115,21,ITEM 21. Financial Statements,46,46
2023,1115,22,ITEM 22. Contracts,46,46
2024,1115,23,ITEM 23. Receipt,46,46
2025,717,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,9
2026,717,2,ITEM 2. Business Experience,10,11
2027,717,3,ITEM 3. Litigation,11,11
2028,717,4,ITEM 4. Bankruptcy,11,11
2029,717,5,ITEM 5. Initial Franchise Fee,11,13
2030,717,6,ITEM 6. Other Fees,14,18
2031,717,7,ITEM 7. Initial Investment,19,22
2032,717,8,ITEM 8. Restrictions On Sources Of Products And Services,23,26
2033,717,9,ITEM 9. Franchisee's Obligations,27,29
2034,717,10,ITEM 10. Financing,29,29
2035,717,11,ITEM 11. Franchisor's Obligations,29,37
2036,717,12,ITEM 12. Territory,37,39
2037,717,13,ITEM 13. Trademarks,39,41
2038,717,14,"ITEM 14. Patents, Copyrights and Proprietary Information",41,42
2039,717,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,42,43
2040,717,16,ITEM 16. Restrictions On What The Franchisee May Sell,43,43
2041,717,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",44,52
2042,717,18,ITEM 18. Public Figures,52,52
2043,717,19,ITEM 19. Financial Performance Representations,53,63
2044,717,20,ITEM 20. List Of Outlets,65,68
2045,717,21,ITEM 21. Financial Statements,68,68
2046,717,22,ITEM 22. Contracts,68,68
2047,717,23,ITEM 23. Receipt,69,69
2048,929,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",10,17
2049,929,2,ITEM 2. Business Experience,17,22
2050,929,3,ITEM 3. Litigation,22,26
2051,929,4,ITEM 4. Bankruptcy,26,26
2052,929,5,ITEM 5. Initial Franchise Fee,26,30
2053,929,6,ITEM 6. Other Fees,30,42
2054,929,7,ITEM 7. Initial Investment,42,49
2055,929,8,ITEM 8. Restrictions On Sources Of Products And Services,49,52
2056,929,9,ITEM 9. Franchisee's Obligations,52,55
2057,929,10,ITEM 10. Financing,55,58
2058,929,11,ITEM 11. Franchisor's Obligations,58,74
2059,929,12,ITEM 12. Territory,74,76
2060,929,13,ITEM 13. Trademarks,76,78
2061,929,14,"ITEM 14. Patents, Copyrights and Proprietary Information",78,79
2062,929,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,79,80
2063,929,16,ITEM 16. Restrictions On What The Franchisee May Sell,80,81
2064,929,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",81,87
2065,929,18,ITEM 18. Public Figures,87,87
2066,929,19,ITEM 19. Financial Performance Representations,87,90
2067,929,20,ITEM 20. List Of Outlets,90,96
2068,929,21,ITEM 21. Financial Statements,96,96
2069,929,22,ITEM 22. Contracts,96,96
2070,929,23,ITEM 23. Receipt,96,96
2071,558,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,11
2072,558,2,ITEM 2. Business Experience,11,11
2073,558,3,ITEM 3. Litigation,11,15
2074,558,4,ITEM 4. Bankruptcy,15,15
2075,558,5,ITEM 5. Initial Franchise Fee,15,17
2076,558,6,ITEM 6. Other Fees,17,20
2077,558,7,ITEM 7. Initial Investment,20,25
2078,558,8,ITEM 8. Restrictions On Sources Of Products And Services,25,28
2079,558,9,ITEM 9. Franchisee's Obligations,28,30
2080,558,10,ITEM 10. Financing,30,30
2081,558,11,ITEM 11. Franchisor's Obligations,30,41
2082,558,12,ITEM 12. Territory,41,42
2083,558,13,ITEM 13. Trademarks,43,45
2084,558,14,"ITEM 14. Patents, Copyrights and Proprietary Information",45,46
2085,558,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,46,47
2086,558,16,ITEM 16. Restrictions On What The Franchisee May Sell,47,47
2087,558,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",47,51
2088,558,18,ITEM 18. Public Figures,51,51
2089,558,19,ITEM 19. Financial Performance Representations,51,51
2090,558,20,ITEM 20. List Of Outlets,52,58
2091,558,21,ITEM 21. Financial Statements,58,58
2092,558,22,ITEM 22. Contracts,58,58
2093,558,23,ITEM 23. Receipt,58,58
2094,147,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",5,6
2095,147,2,ITEM 2. Business Experience,6,6
2096,147,3,ITEM 3. Litigation,6,7
2097,147,4,ITEM 4. Bankruptcy,7,7
2098,147,5,ITEM 5. Initial Franchise Fee,7,8
2099,147,6,ITEM 6. Other Fees,8,11
2100,147,7,ITEM 7. Initial Investment,12,13
2101,147,8,ITEM 8. Restrictions On Sources Of Products And Services,13,15
2102,147,9,ITEM 9. Franchisee's Obligations,15,16
2103,147,10,ITEM 10. Financing,16,16
2104,147,11,ITEM 11. Franchisor's Obligations,17,18
2105,147,12,ITEM 12. Territory,22,23
2106,147,13,ITEM 13. Trademarks,23,25
2107,147,14,"ITEM 14. Patents, Copyrights and Proprietary Information",25,25
2108,147,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,25,26
2109,147,16,ITEM 16. Restrictions On What The Franchisee May Sell,26,26
2110,147,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",26,29
2111,147,18,ITEM 18. Public Figures,29,29
2112,147,19,ITEM 19. Financial Performance Representations,29,31
2113,147,20,ITEM 20. List Of Outlets,31,32
2114,147,21,ITEM 21. Financial Statements,36,36
2115,147,22,ITEM 22. Contracts,36,36
2116,147,23,ITEM 23. Receipt,36,36
2117,1311,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,10
2118,1311,2,ITEM 2. Business Experience,12,12
2119,1311,3,ITEM 3. Litigation,13,15
2120,1311,4,ITEM 4. Bankruptcy,16,16
2121,1311,5,ITEM 5. Initial Franchise Fee,16,16
2122,1311,6,ITEM 6. Other Fees,18,22
2123,1311,7,ITEM 7. Initial Investment,23,27
2124,1311,8,ITEM 8. Restrictions On Sources Of Products And Services,28,30
2125,1311,9,ITEM 9. Franchisee's Obligations,32,32
2126,1311,10,ITEM 10. Financing,34,34
2127,1311,11,ITEM 11. Franchisor's Obligations,34,45
2128,1311,12,ITEM 12. Territory,46,48
2129,1311,13,ITEM 13. Trademarks,49,50
2130,1311,14,"ITEM 14. Patents, Copyrights and Proprietary Information",51,51
2131,1311,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,51,51
2132,1311,16,ITEM 16. Restrictions On What The Franchisee May Sell,52,52
2133,1311,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",53,58
2134,1311,18,ITEM 18. Public Figures,59,59
2135,1311,19,ITEM 19. Financial Performance Representations,59,59
2136,1311,20,ITEM 20. List Of Outlets,60,66
2137,1311,21,ITEM 21. Financial Statements,67,67
2138,1311,22,ITEM 22. Contracts,67,67
2139,1311,23,ITEM 23. Receipt,67,67
2140,622,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",10,13
2141,622,2,ITEM 2. Business Experience,14,15
2142,622,3,ITEM 3. Litigation,16,16
2143,622,4,ITEM 4. Bankruptcy,16,16
2144,622,5,ITEM 5. Initial Franchise Fee,17,19
2145,622,6,ITEM 6. Other Fees,20,24
2146,622,7,ITEM 7. Initial Investment,25,31
2147,622,8,ITEM 8. Restrictions On Sources Of Products And Services,33,37
2148,622,9,ITEM 9. Franchisee's Obligations,37,39
2149,622,10,ITEM 10. Financing,39,40
2150,622,11,ITEM 11. Franchisor's Obligations,40,49
2151,622,12,ITEM 12. Territory,53,57
2152,622,13,ITEM 13. Trademarks,58,61
2153,622,14,"ITEM 14. Patents, Copyrights and Proprietary Information",61,62
2154,622,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,62,63
2155,622,16,ITEM 16. Restrictions On What The Franchisee May Sell,63,64
2156,622,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",64,68
2157,622,18,ITEM 18. Public Figures,68,68
2158,622,19,ITEM 19. Financial Performance Representations,68,69
2159,622,20,ITEM 20. List Of Outlets,69,79
2160,622,21,ITEM 21. Financial Statements,79,79
2161,622,22,ITEM 22. Contracts,79,79
2162,622,23,ITEM 23. Receipt,79,79
2163,938,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,9
2164,938,2,ITEM 2. Business Experience,10,11
2165,938,3,ITEM 3. Litigation,11,11
2166,938,4,ITEM 4. Bankruptcy,11,11
2167,938,5,ITEM 5. Initial Franchise Fee,11,13
2168,938,6,ITEM 6. Other Fees,13,23
2169,938,7,ITEM 7. Initial Investment,25,30
2170,938,8,ITEM 8. Restrictions On Sources Of Products And Services,30,34
2171,938,9,ITEM 9. Franchisee's Obligations,34,36
2172,938,10,ITEM 10. Financing,36,36
2173,938,11,ITEM 11. Franchisor's Obligations,36,44
2174,938,12,ITEM 12. Territory,44,47
2175,938,13,ITEM 13. Trademarks,47,48
2176,938,14,"ITEM 14. Patents, Copyrights and Proprietary Information",48,49
2177,938,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,49,49
2178,938,16,ITEM 16. Restrictions On What The Franchisee May Sell,49,50
2179,938,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",50,60
2180,938,18,ITEM 18. Public Figures,60,60
2181,938,19,ITEM 19. Financial Performance Representations,61,62
2182,938,20,ITEM 20. List Of Outlets,62,65
2183,938,21,ITEM 21. Financial Statements,65,65
2184,938,22,ITEM 22. Contracts,65,65
2185,938,23,ITEM 23. Receipt,65,65
2186,1164,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,9
2187,1164,2,ITEM 2. Business Experience,9,10
2188,1164,3,ITEM 3. Litigation,10,10
2189,1164,4,ITEM 4. Bankruptcy,10,10
2190,1164,5,ITEM 5. Initial Franchise Fee,10,11
2191,1164,6,ITEM 6. Other Fees,11,15
2192,1164,7,ITEM 7. Initial Investment,16,17
2193,1164,8,ITEM 8. Restrictions On Sources Of Products And Services,18,20
2194,1164,9,ITEM 9. Franchisee's Obligations,20,21
2195,1164,10,ITEM 10. Financing,21,22
2196,1164,11,ITEM 11. Franchisor's Obligations,22,29
2197,1164,12,ITEM 12. Territory,29,30
2198,1164,13,ITEM 13. Trademarks,30,32
2199,1164,14,"ITEM 14. Patents, Copyrights and Proprietary Information",32,33
2200,1164,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,33,34
2201,1164,16,ITEM 16. Restrictions On What The Franchisee May Sell,34,35
2202,1164,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",35,39
2203,1164,18,ITEM 18. Public Figures,39,39
2204,1164,19,ITEM 19. Financial Performance Representations,39,40
2205,1164,20,ITEM 20. List Of Outlets,40,44
2206,1164,21,ITEM 21. Financial Statements,44,44
2207,1164,22,ITEM 22. Contracts,44,44
2208,1164,23,ITEM 23. Receipt,44,44
2209,1273,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,13
2210,1273,2,ITEM 2. Business Experience,13,16
2211,1273,3,ITEM 3. Litigation,16,19
2212,1273,4,ITEM 4. Bankruptcy,19,19
2213,1273,5,ITEM 5. Initial Franchise Fee,20,21
2214,1273,6,ITEM 6. Other Fees,21,25
2215,1273,7,ITEM 7. Initial Investment,27,29
2216,1273,8,ITEM 8. Restrictions On Sources Of Products And Services,29,31
2217,1273,9,ITEM 9. Franchisee's Obligations,31,33
2218,1273,10,ITEM 10. Financing,33,33
2219,1273,11,ITEM 11. Franchisor's Obligations,33,37
2220,1273,12,ITEM 12. Territory,39,40
2221,1273,13,ITEM 13. Trademarks,41,42
2222,1273,14,"ITEM 14. Patents, Copyrights and Proprietary Information",42,43
2223,1273,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,43,44
2224,1273,16,ITEM 16. Restrictions On What The Franchisee May Sell,44,44
2225,1273,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",44,48
2226,1273,18,ITEM 18. Public Figures,48,48
2227,1273,19,ITEM 19. Financial Performance Representations,48,51
2228,1273,20,ITEM 20. List Of Outlets,42,53
2229,1273,21,ITEM 21. Financial Statements,53,53
2230,1273,22,ITEM 22. Contracts,53,53
2231,1273,23,ITEM 23. Receipt,53,53
2232,529,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,11
2233,529,2,ITEM 2. Business Experience,11,12
2234,529,3,ITEM 3. Litigation,12,13
2235,529,4,ITEM 4. Bankruptcy,14,14
2236,529,5,ITEM 5. Initial Franchise Fee,14,15
2237,529,6,ITEM 6. Other Fees,15,22
2238,529,7,ITEM 7. Initial Investment,22,26
2239,529,8,ITEM 8. Restrictions On Sources Of Products And Services,26,29
2240,529,9,ITEM 9. Franchisee's Obligations,29,31
2241,529,10,ITEM 10. Financing,32,32
2242,529,11,ITEM 11. Franchisor's Obligations,32,39
2243,529,12,ITEM 12. Territory,39,43
2244,529,13,ITEM 13. Trademarks,44,44
2245,529,14,"ITEM 14. Patents, Copyrights and Proprietary Information",46,46
2246,529,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,46,46
2247,529,16,ITEM 16. Restrictions On What The Franchisee May Sell,47,47
2248,529,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",47,55
2249,529,18,ITEM 18. Public Figures,57,57
2250,529,19,ITEM 19. Financial Performance Representations,57,60
2251,529,20,ITEM 20. List Of Outlets,61,66
2252,529,21,ITEM 21. Financial Statements,67,67
2253,529,22,ITEM 22. Contracts,68,68
2254,529,23,ITEM 23. Receipt,68,68
2255,509,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",5,6
2256,509,2,ITEM 2. Business Experience,6,7
2257,509,3,ITEM 3. Litigation,7,7
2258,509,4,ITEM 4. Bankruptcy,7,7
2259,509,5,ITEM 5. Initial Franchise Fee,7,8
2260,509,6,ITEM 6. Other Fees,8,11
2261,509,7,ITEM 7. Initial Investment,11,14
2262,509,8,ITEM 8. Restrictions On Sources Of Products And Services,14,15
2263,509,9,ITEM 9. Franchisee's Obligations,16,17
2264,509,10,ITEM 10. Financing,18,18
2265,509,11,ITEM 11. Franchisor's Obligations,18,23
2266,509,12,ITEM 12. Territory,23,24
2267,509,13,ITEM 13. Trademarks,24,25
2268,509,14,"ITEM 14. Patents, Copyrights and Proprietary Information",25,25
2269,509,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,26,26
2270,509,16,ITEM 16. Restrictions On What The Franchisee May Sell,26,26
2271,509,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",26,29
2272,509,18,ITEM 18. Public Figures,29,29
2273,509,19,ITEM 19. Financial Performance Representations,29,32
2274,509,20,ITEM 20. List Of Outlets,32,34
2275,509,21,ITEM 21. Financial Statements,34,34
2276,509,22,ITEM 22. Contracts,34,34
2277,509,23,ITEM 23. Receipt,35,35
2278,580,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,8
2279,580,2,ITEM 2. Business Experience,9,11
2280,580,3,ITEM 3. Litigation,11,11
2281,580,4,ITEM 4. Bankruptcy,11,11
2282,580,5,ITEM 5. Initial Franchise Fee,11,11
2283,580,6,ITEM 6. Other Fees,11,13
2284,580,7,ITEM 7. Initial Investment,14,17
2285,580,8,ITEM 8. Restrictions On Sources Of Products And Services,17,20
2286,580,9,ITEM 9. Franchisee's Obligations,20,21
2287,580,10,ITEM 10. Financing,21,21
2288,580,11,"ITEM 11. Franchisor's Assistance, Advertising, Computer System and Training",22,29
2289,580,12,ITEM 12. Territory,29,30
2290,580,13,ITEM 13. Trademarks,30,32
2291,580,14,"ITEM 14. Patents, Copyrights and Proprietary Information",32,33
2292,580,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,33,34
2293,580,16,ITEM 16. Restrictions On What The Franchisee May Sell,34,34
2294,580,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",34,38
2295,580,18,ITEM 18. Public Figures,38,38
2296,580,19,ITEM 19. Financial Performance Representations,38,47
2297,580,20,ITEM 20. List Of Outlets,48,49
2298,580,21,ITEM 21. Financial Statements,49,54
2299,580,22,ITEM 22. Contracts,54,54
2300,580,23,ITEM 23. Receipt,54,54
2301,802,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",9,9
2302,802,2,ITEM 2. Business Experience,9,10
2303,802,3,ITEM 3. Litigation,10,11
2304,802,4,ITEM 4. Bankruptcy,11,12
2305,802,5,ITEM 5. Initial Franchise Fee,12,12
2306,802,6,ITEM 6. Other Fees,12,14
2307,802,7,ITEM 7. Estimated Initial Investment,14,18
2308,802,8,ITEM 8. Restrictions On Sources Of Products And Services,18,20
