exhibit_id,fdd_id,identified_exhibit_letter,identified_title,start_page,end_page
881,1315,D-2,List of Franchisees that Left the System,146,147
882,1315,I,Receipts,229,231
883,775,I,ACH Customer Authorization Form,190,191
884,816,A,List of State Administrators and Agents for Service of Process,84,87
885,816,B,Franchise Agreement,88,142
886,816,C,Multi-Territory Addendum,156,159
887,816,D,State Specific Addenda,160,178
888,816,E,Financial Statements,179,194
889,816,F,Sample Termination and Release Agreement,195,198
890,816,G,Operations Manual Table of Contents,199,202
891,816,H,List of Franchisees and Franchisees That Have Left the System in the Past Fiscal Year,204,205
892,816,I,Franchisee Questionnaire,206,209
893,816,J,State Effective Dates,210,211
894,816,K,Receipts,212,214
895,1070,K,List of Franchised and Company-Affiliated Locations,150,153
896,497,L,LIST OF FRANCHISEES,83,83
897,1283,I,Franchisee Lists,7,7
898,1283,I,"LIST OF FRANCHISED PUMP IT UP FAMILY ENTERTAINMENT CENTERS AS OF DECEMBER 31, 2023",215,216
899,173,C,List of Franchisees,6,6
900,1368,I,"List of Current Franchisees, Former Franchisees, and Affiliate-Owned Locations",6,6
901,637,F,LIST OF CURRENT AND FORMER FRANCHISEES,6,6
902,505,D,Franchised Outlets,5,5
903,505,I,Receipts,5,5
904,1015,A,State Administrators and Agents for Service of Process,39,40
905,1015,B,Franchise Agreement (with Guaranty and Non-Compete Agreement),41,74
906,1015,C,Form of General Release,75,76
907,1015,D,Financial Statements,77,83
908,1015,E,Brand Standards Manual Table of Contents,84,84
909,1015,F,Current and Former Franchisees,85,85
910,1015,G,State Addenda to Disclosure Document,86,100
911,1015,H,State Addenda to Franchise Agreement,101,112
912,236,E,Franchisee List,6,6
913,281,E,List of Franchise Owners,81,99
914,281,F,FRANCHISEES WHO HAVE LEFT THE SYSTEM,100,104
915,281,A,List of State Agencies/Agents for Service of Process,44,46
916,281,B,FINANCIAL STATEMENTS,47,55
917,281,C,FORM OF FRANCHISE AGREEMENT,56,72
918,281,A,TERRITORY AND FRANCHISE FEE AND ROYALTY/SUPPORT FEE SCHEDULE,73,74
919,281,B,FRANCHISE PACKAGE,75,76
920,281,A,UNPROTECTED TERRITORY RIDER TO AREA DIRECTOR FRANCHISE AGREEMENT,77,78
921,281,D,TABLE OF CONTENTS OF OPERATIONS MANUAL,79,80
922,281,G,State Specific Addenda / Riders,105,129
923,1306,J,"Franchised and Company Locations, and Franchisee/Developer Lists J1. List of Developers J2. List of Franchised Locations J3. List of Franchisees that have Left the System J4. List of Company Locations",7,7
924,756,D,List of Current and Former BTDT Business Franchisees,4,4
925,756,D,"Exhibit D Bin There Dump That Franchisees (as of December 31, 2023)",107,115
926,521,Exhibit B,List of Franchisees,92,95
927,1156,A,List of State Agencies/Agents for Service of Process,46,48
928,1156,B,Financial Statements,49,57
929,1156,C,Franchise Agreement,58,77
930,1156,D,Manual Table of Contents,78,79
931,1156,E,List of Franchise Owners,80,88
932,1156,F,List of Franchisees Who Have Left the System,89,91
933,1156,G,State Specific Addenda/Riders,92,117
934,145,G,LIST OF FRANCHISEES,6,6
935,145,H,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM,6,6
936,557,I,List of Franchisees,7,7
937,687,A,LISTS OF FRANCHISEES AND FORMER FRANCHISEES,59,75
938,687,B,AUDITED FINANCIAL STATEMENTS,76,120
939,687,C,"FRANCHISE AGREEMENT (including all schedules and state addenda) and amendment, if applicable",121,165
940,687,D,SCHEDULE OF STATE ADMINISTRATORS AND AGENTS FOR SERVICE OF PROCESS,189,192
941,687,E,STATE ADDENDA TO FDD,193,210
942,687,F,GUARANTEES OF PERFORMANCE,211,227
943,687,G,TOPICS IN OPERATIONS MANUAL,228,229
944,687,H,CERTAONE USER AGREEMENT,230,235
945,687,I,SAMPLE PROMISSORY NOTE,236,239
946,687,J,SAMPLE RELEASE,240,245
947,687,K,SAMPLE ASSIGNMENT AND ASSUMPTION AGREEMENT,246,251
948,687,L,SAMPLE PERSONAL GUARANTY,252,255
949,687,M,SAMPLE SECURITY AGREEMENT,256,259
950,687,N,LOCAL ADVERTISING COOPERATIVE PARTICIPATION AGREEMENTS,260,264
951,687,O,COMMERCIAL SERVICES ADDENDUM,265,272
952,687,P,STATE LAWS REGARDING CONTRACTOR LICENSING/REGISTRATION,273,276
953,687,Q,STATE AND LOCAL LAWS REGARDING INDEPENDENT CONTRACTORS,277,279
954,698,E,LIST OF FRANCHISEES,190,197
955,1138,F,"Lists of Franchised Locations, Franchise Agreements Signed but Outlet Not Open, and Former Franchisees",119,121
956,1264,D,List of Current Franchise Locations,91,92
957,404,M,LIST OF EXISTING FRANCHISEES AND DEVELOPERS,225,225
958,404,N,LIST OF FORMER FRANCHISEES,227,227
959,225,L,List of Current Franchisees and Former Franchisees,217,217
960,221,H,LIST OF FRANCHISEES,230,231
961,221,I,LIST OF FRANCHISEES WHO HA VE LEFT THE SYSTEM,235,236
962,880,H,List of Franchisees and Franchisees Who Left the System,162,163
963,333,I,List of Former Franchisees,198,205
964,585,E,List of Franchisees and Area Developers,199,201
965,662,I,LIST OF FRANCHISEES,130,132
966,981,F,List of Current and Former Franchisees,207,211
967,941,G,Current Franchisees,189,191
968,309,F,List of Franchisees,62,62
969,153,E,List of Current and Former Franchisees/Area Developers,168,169
970,1241,I,STATE FRANCHISE ADMINISTRATORS,134,135
971,304,I,"LIST OF CURRENT FRANCHISEES AND, IF APPROPRIATE, THEIR OUTLETS",6,6
972,304,I,"LIST OF OPEN FRANCHISEES AS OF DECEMBER 31, 2023",211,218
973,908,A,FRANCHISE AGREEMENT with ADDENDA,51,73
974,908,B,GREENEARTH CLEANING LICENSE AGREEMENT,74,96
975,908,C,FINANCIAL STATEMENTS,97,114
976,908,D,STATE ADMINISTRATORS AND AGENTS TO RECEIVE SERVICE OF PROCESS,164,166
977,908,E,STATE SPECIFIC ADDENDA,167,190
978,908,F,"TABLE OF CONTENTS, OPERATIONS MANUAL",191,193
979,908,G,GENERAL RELEASE,194,195
980,908,H,FRANCHISEE ACKNOWLEDGEMENT STATEMENT,196,199
981,798,D,BIOSWEEP Franchisees,9,141
982,749,D,LIST OF FRANCHISEES,233,306
983,749,E,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM,314,315
984,749,F,TABLE OF CONTENTS OF OPERATIONS MANUAL,316,325
985,749,G,STATE SPECIFIC ADDENDA TO THE DISCLOSURE DOCUMENT,326,341
986,749,A,FINANCIAL STATEMENTS,65,70
987,749,B,DEVELOPMENT AGREEMENT (with state specific amendments),118,159
988,749,C,FRANCHISE AGREEMENT (with state specific amendments),160,231
989,1162,G,LIST OF FRANCHISE LOCATIONS,178,186
990,1162,H,CONTACT INFORMATION FOR FORMER FRANCHISEES,189,191
991,830,F,List of Current Franchisees,148,154
992,830,G,LIST OF RECENT FORMER FRANCHISEES,155,155
993,830,A,LIST OF ADMINISTRATORS,65,66
994,830,B,AGENTS FOR SERVICE OF PROCESS,67,68
995,830,C,TABLE OF CONTENTS FOR OPERATING MANUAL,69,71
996,830,D,FINANCIAL STATEMENTS,72,82
997,830,E,STANDARD FRANCHISE AGREEMENT,83,143
998,830,H,COMPLIANCE CERTIFICATION,156,162
999,830,I,STATE SPECIFIC ADDENDA,163,181
1000,830,J,SAMPLE GENERAL RELEASE,182,185
1001,830,K,FRANCHISE LOCATION ADDENDUM,186,188
1002,830,L,RECEIPT,190,193
1003,643,H,List of Franchisees,230,232
1004,578,G,LIST OF CURRENT HCAN SERVICES BUSINESS FRANCHISEES,46,46
1005,591,L,Franchisee List,46,46
1006,591,M,Franchisees Who Have Left the System,46,46
1007,621,F,Outlets as of the date of this Disclosure Document,4,4
1008,621,F,"FRANCHISED OUTLETS AS OF FEBRUARY 29, 2024",179,179
1009,723,F,LIST OF FRANCHISEES,6,6
1010,723,G,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM,6,6
1011,251,G,List of Franchisees,173,175
1012,251,H,Former Franchisees,178,178
1013,251,I,Financial Statements,179,207
1014,395,F,LIST OF FRANCHISEES,171,171
1015,395,G,"FRANCHISEESTHATHAVELEFTTHESYSTEMASOFDECEMBER31,2023.",173,173
1016,395,A,LIST OF STATE ADMINISTRATORS,46,47
1017,395,B,LIST OF AGENTS FOR SERVICE OF PROCESS,46,47
1018,395,C,TABLE OF CONTENTS OF OPERATIONS MANUAL,51,53
1019,395,D,FINANCIAL STATEMENTS,55,71
1020,395,E,FRANCHISE AGREEMENT,73,144
1021,395,H,STATE SPECIFIC ADDENDA,175,205
1022,395,I,STATE EFFECTIVE DATES,207,207
1023,395,J,RECEIPTS,209,210
1024,1005,E,List of Franchise Outlets,5,56
1025,1059,E,Lists of Current and Former Franchisees,129,134
1026,280,F,LIST OF CURRENT AND FORMER FRANCHISEES,7,7
1027,356,F,"LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM (JANUARY 1, 2023 TO DECEMBER 31, 2023)",176,176
1028,744,D,List of Franchisees,38,39
1029,744,E,List of Former Franchisees,38,39
1030,744,I,State Effective Dates and FDD Receipts,162,164
1031,1117,A,Franchisees and Company-Owned Outlets,61,67
1032,884,J,Information about Independent Branches,321,326
1033,705,A,Exhibit A List of State Administrators,89,91
1034,705,B,Exhibit B List of State Agents for Service of Process,92,94
1035,705,C,Exhibit C Franchise Agreement,95,160
1036,705,D,Exhibit D Conversion Addendum,161,168
1037,705,E,Exhibit E Development Agreement,169,201
1038,705,F,Exhibit F Conversion Promissory Note (Direct Financing),202,205
1039,705,G,Exhibit G Operations Manual Table of Contents,206,206
1040,705,H,Exhibit H State Addenda to Disclosure Document and Franchise Agreement,207,223
1041,705,I,Exhibit I Lists of Current and Former Franchise Owners,225,237
1042,705,J,Exhibit J Financial Statements,238,264
1043,705,J-1,Exhibit J-1 Guarantee of Performance,265,265
1044,705,K,Exhibit K Sample Form of General Release,266,268
1045,705,L,Exhibit L Summary of Acknowledgment,269,271
1046,705,M,Exhibit M State Effective Dates,272,273
1047,705,N,Exhibit N Receipts,274,276
1048,1204,G,"List of Current/Former Franchisees, and Company-Owned Offices",5,92
1049,758,4,List of Mister Softee Dealers/List of Mister Softee Dealers that Left the Franchise System or that Have Not Communicated with Franchisor,35,41
1050,235,C,List of Franchisees,199,202
1051,346,G,List of Franchisees,116,116
1052,1075,C,List of Franchisees.,38,38
1053,1136,F,LIST OF FRANCHISEES,134,135
1054,417,D,LIST OF OUTLETS/FORMER FRANCHISEES,63,65
1055,1039,G,LIST OF FRANCHISEES,259,266
1056,1039,H,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM,274,274
1057,1039,I,STATE SPECIFIC ADDENDA,57,60
1058,688,F,"LIST OF FRANCHISEES AS OF DECEMBER 31, 2023",64,66
1059,688,A,STATE AGENCIES AND ADMINISTRATORS AND FRANCHISORâS AGENTS FOR SERVICE OF PROCESS,69,72
1060,688,B,FRANCHISE AGREEMENT,73,123
1061,688,C,AREA DEVELOPMENT AGREEMENT,160,204
1062,688,D,OPERATIONS MANUAL TABLE OF CONTENTS,205,205
1063,688,E,FINANCIAL STATEMENTS,207,225
1064,688,G,FORM OF RELEASE,232,232
1065,688,H,STATE SPECIFIC ADDENDA,233,243
1066,688,I,STATE EFFECTIVE DATES AND RECEIPTS,244,246
1067,338,E,Franchisee Information,87,87
1068,1123,D,List of Franchisees,114,115
1069,1123,E,"LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM From January 1, 2023 Through December 31, 2023",117,117
1070,587,D,List of Franchisees,108,109
1071,587,E,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM DURING THE PRIOR FISCAL YEAR,111,111
1072,426,H,List of Outlets,127,128
1073,1176,E,List of CHESTERâS Restaurant Franchisees/List of Franchisees Leaving System During Past Year,91,141
1074,1176,A,List of State Agencies/Agents for Service of Process,46,48
1075,1176,B,CHESTERâS RESTAURANT AGREEMENT,49,53
1076,1176,C,Tables of Contents of Manuals,55,56
1077,1176,D,Financial Statements,57,73
1078,1176,F,State Addenda and Agreement Riders,142,159
1079,1176,G,Financing Amendment to the Agreement and a Promissory Note,162,168
1080,1176,H,Receipts of Disclosure Document,170,172
1081,864,G-1,LIST OF CURRENT FRANCHISEES,135,135
1082,864,G-2,LIST OF FORMER FRANCHISEES,136,136
1083,154,K,Franchisee List,140,142
1084,594,D,Current and Former Franchisees,68,213
1085,821,E,LIST OF MASTER FRANCHISEES,121,123
1086,599,D-1,ROSTER OF FRANCHISEES,67,234
1087,599,D-2,ROSTER OF DEVELOPERS,235,238
1088,656,E,"List of Current Franchisees, Licensees and Company-Owned and Affiliate-Owned Locations",8,8
1089,656,E,"LIST OF CURRENT FRANCHISEES, LICENSEES ANDCOMPANY-OWNED AND AFFILIATE-OWNED LOCATIONS",226,243
1090,656,I,State-Specific Addenda,8,8
1091,656,I,"SAFESPLASH BRANDS, LLC d/b/a STREAMLINE BRANDSSTATE-SPECIFIC ADDENDUM",286,304
1092,1168,E,List of Current and Former Franchisees,163,165
1093,306,F,LIST OF FRANCHISEES,144,154
1094,998,D,List of Franchisees,100,103
1095,959,C,Schedule of Franchisees,55,55
1096,1227,F,List of Franchisees and Franchisees That Left Our System in the Past Fiscal Year or That Have Not Communicated to Us in the 10 Weeks Prior to the Issue Date of this Disclosure Document,5,5
1097,1227,F,LIST OF FRANCHISEES,173,173
1098,863,F,List of Franchisees and Former Franchisees,138,158
1099,1042,I,LIST OF AREA FRANCHISES,183,184
1100,690,I,General Release â Termination,4,5
1101,493,G,List of Current Franchisees,61,61
1102,493,H,List of Former Franchisees,61,61
1103,536,F,LIST OF FRANCHISEES,164,164
1104,329,K,List of Franchisees and Franchisee that have Left the System in the Past Fiscal Year,69,70
1105,966,F,Lists of Franchisees and Area Representative Disclosures,5,5
1106,1371,A,List of State Agencies/Agents for Service of Process,68,71
1107,1371,B,Franchise Agreement and other Agreements,72,118
1108,1371,C,Initial Fee Business Note,119,120
1109,1371,D,Financial Statements,163,188
1110,1371,E,Table of Contents of Training Manual,189,190
1111,1371,F,List of Franchisees,191,202
1112,1371,G,Former Franchisees,203,204
1113,1371,H,State Addenda to the Franchise Disclosure Document,205,218
1114,1371,I,Franchise Disclosure Questionnaire,219,220
1115,581,G,List of Franchisees,163,169
1116,300,A,AGENTS FOR SERVICE OF PROCESS AND STATE FRANCHISE ADMINISTRATORS,42,44
1117,300,B,FINANCIAL STATEMENTS,45,84
1118,300,C,FRANCHISE AGREEMENT,85,148
1119,300,D,LIST OF FRANCHISEES AND FORMER FRANCHISEES,150,158
1120,300,E,SPECIFIC STATE DISCLOSURES,160,190
1121,300,F,RECEIPT,191,192
1122,456,A,Financial Statements and Guarantee of Performance,55,76
1123,456,B,Franchise Agreement,77,142
1124,456,C,List of Franchisees and Franchisees Who Have Left the System,143,145
1125,456,D,List of State Agencies and Agents for Service,146,147
1126,456,E,State-Specific Addenda,148,175
1127,456,F,Operating Manual Table of Contents,176,177
1128,456,G,Acknowledgment Addendum,178,181
1129,456,H,Vehicle Lease,182,188
1130,456,I,Promissory Note,189,193
1131,456,J,State Effective Dates,194,195
1133,533,E,List of Current and Former Franchisees,4,4
1134,616,F,List of Franchisees and Area Developers,7,7
1135,1154,I,State Effective Dates,6,192
1136,616,G,List of Franchisees and Area Developers Who Have Left the System,7,7
1137,616,I,Table of Contents to Confidential Operations Manuals,7,7
1138,1217,E,List of Franchisees,154,157
1139,1344,G,List of Franchisees,151,151
1140,761,D,LIST OF RESTAURANTS,121,125
1141,682,A,List of State Administrators and Agents for Service of Process,38,40
1142,682,B,Financial Statements,40,43
1143,682,C,Franchise Agreement,43,91
1144,682,D,List of Current and Former Franchisees,101,103
1145,682,E,Franchise Operations Manual Table of Contents,103,105
1146,682,F,State Addenda and Agreement Riders,110,128
1147,682,G,Contracts for use with the CyberGlobal Franchise,128,140
1148,682,H,Franchise Disclosure Questionnaire,143,146
1149,682,I,State Effective Dates,146,148
1150,682,J,Receipts,148,151
1151,1257,H,List of Current and Former Franchisees,210,221
1152,1257,A,Table of Contents of Manual,56,57
1153,1257,B,List of State Administrators,58,59
1154,1257,C,List of Agents for Service of Process,60,61
1155,1257,D,Franchise Agreement,62,105
1156,1257,E,Area Development Agreement,133,163
1157,1257,F,Financial Statements,169,207
1158,1257,G,General Release,208,209
1159,1257,I,Letter of Intent,222,225
1160,1257,J,Franchisee Compliance Questionnaire,226,229
1161,1257,K,State Effective Dates,230,231
1162,1257,L,Receipt,232,234
1163,712,A,LIST OF STATE AGENCIES/AGENTS FOR SERVICE OF PROCESS,77,79
1164,712,B,FRANCHISE AGREEMENT,80,160
1165,712,C,SHOP DEVELOPMENT AREA AGREEMENT,161,188
1166,712,D,PRINCIPALâS AGREEMENT,191,194
1167,712,E,LEASE RIDER/COLLATERAL ASSIGNMENT OF LEASE,195,198
1168,712,F,OPERATIONS MANUAL TABLE OF CONTENTS,199,206
1169,712,G,FINANCIAL STATEMENTS,207,222
1170,712,H,FRANCHISEE REPRESENTATIONS,223,231
1171,712,I,"STATE ADDENDA, FRANCHISE AGREEMENT,AND SHOP DEVELOPMENT AREA AGREEMENT RIDERS",232,274
1172,712,J-1,LIST OF FRANCHISEES/AREA DEVELOPERS,275,278
1173,712,J-2,LIST OF FRANCHISEES WHO LEFT THE SYSTEM,279,280
1174,712,K,FORM OF GENERAL RELEASE,281,283
1175,712,L,ASSET PURCHASE AGREEMENT,284,324
1176,712,M,NON-TRADITIONAL LOCATION ADDENDUM TO FRANCHISEAGREEMENT,325,329
1177,1202,D,List of Current Franchisees and Former Franchisees,4,4
1178,282,E,List of Current and Former Franchisees.,69,77
1179,812,K,Franchisee List,132,138
1180,812,L,Franchisees Who Have Left the System,139,139
1181,582,E,List of Current Franchises,112,113
1182,343,I,List of Franchisees that Left the System in the Past Year or That Have Failed to Communicate with Us in the 10 Weeks Preceding the Issue Date,5,5
1183,343,A,List of State Administrators and List of Agents for Service of Process,5,61
1184,343,B,Franchise Agreement,5,64
1185,343,C,Development Agreement,5,64
1186,343,D,Financial Statements,5,64
1187,343,E,State Specific Addenda,5,64
1188,343,F,Operations Manual Table of Contents,5,64
1189,343,G,Sample Release Agreement,5,64
1190,343,H,List of Franchisees,5,64
1191,343,J,State Effective Dates,5,64
1192,343,K,Receipts,5,64
1193,1293,H,Current Franchisees,8,8
1194,1293,I,Former Franchisees,8,8
1195,1293,I,Former Franchisees,189,189
1196,731,I,LIST OF FRANCHISEES WHO CEASED TO DO BUSINESS UNDER THE FRANCHISEAGREEMENT,220,220
1197,1122,G,List of Franchisees and Area Developers,164,166
1198,1122,H,FRANCHISEES AND AREA DEVELOPERS WHO HAVE LEFT THE SYSTEM,167,168
1199,696,G,List of Active Subfranchisors,152,156
1200,160,A,Financial Statements,75,90
1201,160,B,Franchise Agreement,101,174
1202,160,C,Development Rights Rider to Franchise Agreement,189,196
1203,160,D,Operations Manual Table of Contents,197,200
1204,160,E,List of State Agencies/Agents for Service of Process,201,204
1205,160,F,Form of General Release,205,206
1206,160,G,State-Specific Additional Disclosures and Agreement Riders,207,223
1207,160,H,List of Franchisees,224,225
1208,460,A,LIST OF STATE ADMINISTRATORS AND AGENTS FOR SERVICE OF PROCESS,7,65
1209,460,B,FRANCHISE AGREEMENT,7,133
1210,460,C,ADDENDUM TO FRANCHISE AGREEMENT â RENEWAL,7,160
1211,460,D-1,ADDENDUM TO FRANCHISE AGREEMENT â TRANSFER,7,164
1212,460,D-2,FRANCHISE SURRENDER AND RELEASE AGREEMENT â TRANSFER,7,167
1213,460,D-3,FRANCHISE TRANSFER OF LOCATION,7,167
1214,460,E-1,ADDENDUM TO FRANCHISE AGREEMENT FOR CO-BRAND LOCATION,7,176
1215,460,E-2,ADDENDUM TO FRANCHISE AGREEMENT FOR SATELLITE LOCATION,7,181
1216,460,E-3,ADDENDUM TO FRANCHISE AGREEMENT FOR COMPLEMENTARY LOCATIONS,7,186
1217,460,F,ADVERTISING COOPERATIVE BY-LAWS AND MEMBERSHIP AGREEMENT,7,186
1218,460,G,TABLE OF CONTENTS OF OPERATIONS MANUAL,7,193
1219,460,H,CONFIDENTIALITY AGREEMENT,7,197
1220,460,I,LIST OF FRANCHISES,7,228
1221,460,J,LIST OF FRANCHISEES THAT HAVE LEFT THE SYSTEM,7,233
1222,460,K,FINANCIAL STATEMENTS,7,256
1223,460,L,STATE SPECIFIC DISCLOSURES AND ADDENDA TO AGREEMENTS,7,283
1224,460,M,STATE EFFECTIVE DATES AND RECEIPTS,7,289
1225,827,G,Franchisee List,156,166
1226,592,D,Current Franchisees and Franchisees that Have Left the System,151,154
1227,1353,H,FRANCHISE LOCATIONS,193,199
1415,767,C,FRANCHISE AGREEMENT,73,124
1228,1353,H-1,FRANCHISE LOCATIONS THAT CEASEDDOING BUSINESS IN THE LAST FISCAL YEAR ENDING 12/31/2023,200,200
1229,1353,I,"FY 2021 TO 2023 AUDITED FINANCIAL STATEMENTS FOR THE PERIOD ENDED DECEMBER 31, 2023",201,201
1230,1353,A,"EXHIBIT ""A"" TO THE DISCLOSURE DOCUMENT STATE FRANCHISE ADMINISTRATORS SPECIFIC POINTS OF CONTACT",59,59
1231,1353,B,"EXHIBIT ""B"" TO THE DISCLOSURE DOCUMENT FRANCHISE AGREEMENT [ATTACHED]",60,60
1232,1353,C,"EXHIBIT ""C"" TO THE DISCLOSURE DOCUMENT AREA DEVELOPMENT AGREEMENT [ATTACHED]",129,129
1233,1353,D,"EXHIBIT ""D"" TO THE DISCLOSURE DOCUMENT",147,147
1234,1353,E,"EXHIBIT ""E"" TO THE DISCLOSURE DOCUMENT CONVERSION ADDENDUM [ATTACHED]",148,148
1235,1353,F,"EXHIBIT ""F'"" TO THE DISCLOSURE DOCUMENT STATE SPECIFIC ADDENDA [ATTACHED]",151,151
1236,1353,G,"EXHIBIT ""G"" TO THE DISCLOSURE DOCUMENT CONFIDENTIALITY AGREEMENT [ATTACHED]",189,189
1237,1353,J,"EXHIBIT ""J"" TO THE DISCLOSURE DOCUMENT SAMPLE GENERAL RELEASE",233,233
1238,1353,K,"EXHIBIT ""K"" TO THE DISCLOSURE DOCUMENT STATE EFFECTIVE DATES [ATTACHED]",234,234
1239,1353,L,"EXHIBIT ""L"" TO THE DISCLOSURE DOCUMENT",236,236
1240,219,D,List of Current and Former Franchisees.,69,70
1241,686,A,Financial Statements,66,87
1242,686,B,Area Development Agreement,88,127
1243,686,C,Franchise Agreement,128,220
1244,686,D,State Administrators,229,230
1245,686,E,Agents for Service of Process,231,232
1246,686,F,Table of Contents of Manuals,233,242
1247,686,G,Electronic Funds Transfer Authorization,243,244
1248,686,H,List of Franchisees,245,249
1249,686,H-1,"List of Franchisees who have signed Franchise Agreement but Fitness Studio Not Open as of December 31, 2023",249,249
1250,686,I,General Release,250,252
1251,686,J,CLR Solutions LLC Contract,253,258
1252,686,K,State Addenda,259,334
1253,686,L,Standard Initial Package,335,338
1254,686,M,Receipts,340,342
1255,1259,A,LIST OF FRANCHISED OUTLETS,8,8
1256,1259,A,List of Franchised Outlets,73,77
1257,1065,A,Franchisee Lists,38,42
1258,337,E,List of Franchisees,48,48
1259,337,E-1,MAID BRIGADE FRANCHISEES,147,161
1260,337,E-2,FRANCHISEES WHO LEFT THE SYSTEM IN 2023,162,162
1261,1158,D,List of Current Franchisees,119,121
1262,673,H,List of Franchisee Operators,4,4
1263,673,H,List of Franchisee Operators,173,173
1264,1275,D,LIST OF CURRENT FRANCHISEES,75,195
1265,1275,E,LIST OF FORMER FRANCHISEES,196,197
1266,847,F,List of Franchisees,7,87
1267,800,D,List of Franchisees,5,5
1268,766,I,STATE ADDENDA TO THE FRANCHISE DISCLOSURE DOCUMNT,170,179
1269,766,A,LIST OF ADMINISTRATORS,68,68
1270,766,B,LIST OF AGENTS FOR SERVICE OF PROCESS,69,69
1271,766,C,TABLE OF CONTENTS TO THE OPERATIONS MANUAL,70,70
1272,766,D,TABLE OF CONTENTS TO THE CERTIFIED TRAINING MANUAL,71,71
1273,766,E,TABLE OF CONTENTS TO THE SALES & MARKETING MANUAL,72,72
1274,766,F,FRANCHISE AGREEMENT,73,127
1275,766,G,FINANCIAL STATEMENTS,128,160
1276,766,H,MASTER MOBILE UNIT LEASE AGREEMENT,161,168
1277,766,J,ADDENDA TO THE FRANCHISE AGREEMENT FOR CERTAIN STATES ADDENDA,180,198
1278,766,K,"CONFIDENTIALITY AGREEMENT, PROPRIETARY RIGHTS AND NON-COMPETITION AGREEMENT",199,205
1279,766,L,GENERAL RELEASE,206,206
1280,331,L,List of Franchisee/Company-Owned Units,55,55
1281,1346,G,List of Current and Former Franchisees,169,171
1282,906,F,LIST OF RIGHT AT HOME CURRENT FRANCHISEES,294,318
1283,347,F,State Specific Amendments to Area Development Agreement,196,208
1284,347,L,List of Franchisees,264,275
1285,347,M,Franchisees Who Left System or Have Not Communicated,280,281
1286,347,N,Financial Statements,282,308
1287,146,E,List of Current and Former Franchisees,188,188
1288,912,F,List of Current Area Representatives,33,33
1289,912,A,STATE ADDENDA TO THE DISCLOSURE DOCUMENT,35,42
1290,912,B,AGENTS FOR SERVICE OF PROCESS / STATE ADMINISTRATORS,43,45
1291,912,C,AREA REPRESENTATIVE AGREEMENT,46,84
1292,912,D,PROMISSORY NOTES,85,90
1293,912,E,GENERAL RELEASE,91,92
1294,912,G,LIST OF FORMER AREA REPRESENTATIVES,95,95
1295,912,H,FINANCIAL STATEMENTS,96,116
1296,912,I,TABLE OF CONTENTS TO OPERATIONS MANUAL,121,122
1297,912,J,STATE EFFECTIVE DATE S,123,123
1298,912,K,RECEIPT,124,127
1299,921,E,Outlets as of the date of this Disclosure Document,124,124
1300,872,E-1,"List of Facilities in the United States as of December 31, 2023",447,499
1301,872,E-2,"List of Facilities in the United States that Voluntarily or Involuntarily left the Super 8 System from January 1, 2023 to December 31, 2023 or that did not communicate with us during the ten-week period preceding the date of the Disclosure Document",500,504
1302,814,C,Schedule of Franchisees,174,177
1303,562,F,Roster of Current and Former Franchisees,66,66
1304,1287,A,LIST OF STATE ADMINISTRATORS,36,37
1305,1287,B,LIST OF STATE AGENTS FOR SERVICE OF PROCESS,38,38
1306,1287,C,FRANCHISE AGREEMENT,39,43
1307,1287,D,TABLE OF CONTENTS OF CONFIDENTIAL OPERATIONS MANUAL,40,43
1308,1287,E,FINANCIAL STATEMENTS,129,131
1309,1287,F,LIST OF TERMINATED FRANCHISEES,199,199
1310,1287,G,FRANCHISEE DISCLOSURE QUESTIONNAIRE,200,202
1311,1287,H,MULTI-STATE ADDENDA,203,221
1312,1233,I,"LIST OF CURRENT FRANCHISEES AND, IF APPROPRIATE, THEIR OUTLETS",218,226
1313,1233,J,LIST OF FRANCHISEES THAT LEFT THE SYSTEM IN THE PAST YEAR,227,229
1314,598,F,List of Franchisees,200,200
1315,969,A,List of State Agencies/Agents for Service of Process,52,54
1316,969,B,Franchise Agreement,55,111
1317,969,C,List of Franchisees,145,153
1416,767,D,DEVELOPMENT AGREEMENT,148,185
1318,1007,E,LIST OF CURRENT FRANCHISEE OUTLETS,137,141
1319,453,C,List of Franchisees,126,130
1320,453,A,Franchise Agreement,61,103
1321,453,B,General Release,124,125
1322,453,D,List of Former Franchisees,131,132
1323,453,E,Financial Statements,133,160
1324,453,F,State Administrators and Agents for Service of Process,161,163
1325,453,G,Table of Contents to Operations Manual,164,164
1326,453,H,State Addenda to the Disclosure Document,165,179
1327,453,I,State Effective Dates,180,180
1328,453,J,Receipt,181,184
1329,789,K,LIST OF FRANCHISEES,266,268
1330,790,G,LIST OF CURRENT FRANCHISEES,212,215
1331,790,H,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM,219,219
1332,790,I,STATE ADDENDA TO DISCLOSURE DOCUMENT,220,233
